g,t,b,e,att,k,n_g,n_g_valid,n_c,t_label,cohort
174,189,137,15,-0.01296039340704237,1,5,5,112,2025-08-16,C5
174,190,138,16,0.009192793985360794,1,5,5,112,2025-08-23,C5
174,191,139,17,0.0006902883059417744,1,5,5,112,2025-08-30,C5
174,192,140,18,-0.02691508378438604,1,5,5,112,2025-09-06,C5
174,194,142,20,-0.008024540697324768,1,5,5,112,2025-09-20,C5
174,197,145,23,0.023581082901850695,1,5,5,112,2025-10-11,C5
174,198,146,24,0.001465455714077561,1,5,5,112,2025-10-18,C5
174,199,147,25,0.01427875067094704,1,5,5,112,2025-10-25,C5
174,200,148,26,0.00992033217602811,1,5,5,112,2025-11-01,C5
174,201,149,27,0.0073289518729489035,1,5,5,112,2025-11-08,C5
174,202,150,28,-0.009970109933950339,1,5,5,112,2025-11-15,C5
174,203,151,29,-0.02523263768838144,1,5,5,112,2025-11-22,C5
174,204,152,30,0.02039439818858851,1,5,5,112,2025-11-29,C5
174,205,153,31,-0.008765399276867626,1,5,5,112,2025-12-06,C5
174,206,154,32,-5.33699596511894e-05,1,5,5,112,2025-12-13,C5
174,207,155,33,0.010183414531840402,1,5,5,112,2025-12-20,C5
174,208,156,34,0.0059876420621767555,1,5,5,112,2025-12-27,C5
174,209,157,35,-0.015170927010863852,1,5,5,112,2026-01-03,C5
174,210,158,36,0.02012837543604863,1,5,5,112,2026-01-10,C5
174,211,159,37,0.020435917537486817,1,5,5,112,2026-01-17,C5
174,213,161,39,-0.027738462989052637,1,5,5,112,2026-01-31,C5
174,214,162,40,0.00010717587401767176,1,5,5,112,2026-02-07,C5
174,216,164,42,0.0023681679657530166,1,5,5,112,2026-02-21,C5
174,217,165,43,0.002867369444709132,1,5,5,112,2026-02-28,C5
174,218,166,44,0.02359582240939571,1,5,5,112,2026-03-07,C5
174,219,167,45,-0.00011352887816000468,1,5,5,112,2026-03-14,C5
174,220,168,46,0.005292459598844154,1,5,5,112,2026-03-21,C5
174,221,169,47,-0.020601985260369,1,5,5,112,2026-03-28,C5
174,222,170,48,-0.017799305407732512,1,5,5,112,2026-04-04,C5
174,223,171,49,-0.0474356286163168,1,5,5,112,2026-04-11,C5
174,224,172,50,-0.03161711341083927,1,5,5,112,2026-04-18,C5
174,225,173,51,-0.016753973189760026,1,5,5,112,2026-04-25,C5
174,226,122,52,-0.05131586525704876,2,5,5,112,2026-05-02,C5
174,227,123,53,0.023108769799264905,2,5,5,112,2026-05-09,C5
174,228,124,54,0.009572624084825876,2,5,5,112,2026-05-16,C5
174,229,125,55,-0.021613228865315595,2,5,5,112,2026-05-23,C5
174,230,126,56,0.01804574302221064,2,5,5,112,2026-05-30,C5
174,231,127,57,-0.012807931449968349,2,5,5,112,2026-06-06,C5
174,232,128,58,-0.009563344898837239,2,5,5,112,2026-06-13,C5
174,233,129,59,-0.008337787258724036,2,5,5,112,2026-06-20,C5
174,234,130,60,-0.028231560077887616,2,5,5,112,2026-06-27,C5
174,235,131,61,-0.006804195886063451,2,5,5,112,2026-07-04,C5
174,236,132,62,-0.06472580638714799,2,5,5,112,2026-07-11,C5
174,237,133,63,-0.003754575935242088,2,5,5,112,2026-07-18,C5
174,238,134,64,0.0018198947969938206,2,5,5,112,2026-07-25,C5
174,239,135,65,0.003890791476056873,2,5,5,112,2026-08-01,C5
174,240,136,66,0.02078549109660993,2,5,5,112,2026-08-08,C5
174,241,137,67,-0.06627057502123102,2,5,5,112,2026-08-15,C5
174,242,138,68,-0.0042214078273501,2,5,5,112,2026-08-22,C5
174,243,139,69,-0.012495689475405558,2,5,5,112,2026-08-29,C5
174,244,140,70,-0.057559193640592816,2,5,5,112,2026-09-05,C5
